Element,Concentration,New_Region
Sulfur,0.000663652,"191,0.75"
Potassium,0.00217732,"192,0.0"
Calcium,0.025489,"192,0.25"
Titanium,0.000888656,"192,0.5"
Chromium,0.000409295,"192,0.75"
Manganese,0.000774784,"193,0.0"
Iron,0.0133378,"193,0.25"
Nickel,0.00036264,"193,0.5"
Oxygen,0.351622,"193,0.75"
Magnesium,0.411768,"194,0.0"
Aluminum,0.0150192,"194,0.25"
Silicon,0.206692,"194,0.5"
Phosphorus,0.00435839,"194,0.75"
Sulfur,0.00140342,"195,0.0"
Potassium,0.000575545,"195,0.25"
Calcium,0.00168442,"195,0.5"
Titanium,0,"195,0.75"
Chromium,0,"196,0.0"
Manganese,0.00163843,"196,0.0"
Iron,0.00523813,"196,0.0"
Nickel,0,"196,0.0"
Oxygen,0.573034,"196,0.0"
Sodium,0,"196,0.0"
Magnesium,0.231177,"196,0.0"
Aluminum,0.00240533,"196,0.0"
Silicon,0.142415,"196,0.0"
Phosphorus,0,"196,0.0"
Sulfur,0.00134855,"196,0.0"
Potassium,0,"196,0.0"
Calcium,0.00161856,"196,0.0"
Titanium,0,"199,0.25"
Chromium,0.000415845,"199,0.5"
Manganese,0,"199,0.75"
Iron,0.0468486,"200,0.0"
Nickel,0.000736887,"200,0.25"
Oxygen,0.408147,"200,0.5"
Magnesium,0.00134934,"200,0.75"
Aluminum,0.09369,"201,0.0"
Silicon,0.24533,"201,0.25"
Phosphorus,0,"201,0.5"
Sulfur,0.00102326,"201,0.75"
Chlorine,0.0259121,"202,0.0"
Potassium,0.0041964,"202,0.0"
Calcium,0.00245628,"202,0.0"
Titanium,0.00411054,"202,0.0"
Chromium,0.00189322,"202,0.0"
Manganese,0.00776494,"202,0.0"
Iron,0.00998871,"202,0.0"
Nickel,0,"202,0.0"
Zinc,0.0808099,"202,0.0"
Bromine,0.113328,"202,0.0"
Oxygen,0.658719,"202,0.0"
Magnesium,0.00114952,"202,0.0"
Aluminum,0,"205,0.0"
Silicon,0.113457,"205,0.25"
Phosphorus,0.091142,"205,0.5"
Sulfur,0.0034869,"205,0.75"
Potassium,0.00214498,"206,0.0"
Calcium,0.035573,"206,0.25"
Titanium,0.000583637,"206,0.5"
Chromium,0.00107524,"206,0.75"
Manganese,0.0050885,"207,0.0"
Iron,0.00800895,"207,0.25"
Nickel,0.0123848,"207,0.5"
Bromine,0.0188893,"207,0.75"
Lanthanum,0.0482975,"207,0.75"
Oxygen,0.555172,"207,0.75"
Silicon,0.326975,"207,0.75"
Phosphorus,0,"207,0.75"
Sulfur,0.013339,"207,0.75"
Chlorine,0.0106445,"207,0.75"
Manganese,0,"207,0.75"
Iron,0.0513635,"207,0.75"
Bromine,0.0425061,"207,0.75"
Oxygen,0.211045,"207,0.75"
Sodium,0.324065,"207,0.75"
Silicon,0.0776972,"207,0.75"
Chlorine,0.0615487,"207,0.75"
Bromine,0.325644,"207,0.75"
Oxygen,0.557336,"211,0.5"
Magnesium,0.00125571,"211,0.75"
Aluminum,0.00339699,"212,0.0"
Silicon,0.101108,"212,0.25"
Phosphorus,0.000985764,"212,0.5"
Sulfur,0.000952259,"212,0.75"
Potassium,0.00234314,"213,0.0"
Calcium,0.0015239,"213,0.25"
Titanium,0,"213,0.5"
Chromium,0,"213,0.75"
Manganese,0,"214,0.0"
Iron,0.325895,"214,0.25"
Nickel,0.00520344,"214,0.5"
Oxygen,0.531876,"214,0.75"
Magnesium,0.041946,"215,0.0"
Aluminum,0.020903,"215,0.25"
Silicon,0.207386,"215,0.5"
Phosphorus,0,"215,0.75"
Sulfur,0.0117193,"216,0.0"
Chlorine,0.0378532,"216,0.0"
Potassium,0.000686585,"216,0.0"
Calcium,0.00133959,"216,0.0"
Titanium,0.0011209,"216,0.0"
Chromium,0,"216,0.0"
Manganese,0,"216,0.0"
Iron,0.103825,"216,0.0"
Nickel,0.00137223,"216,0.0"
Bromine,0.0399726,"216,0.0"
Oxygen,0.617869,"216,0.0"
Sodium,0.0171525,"216,0.0"
Magnesium,0.0124047,"216,0.0"
Aluminum,0.0017209,"216,0.0"
Silicon,0.148706,"216,0.0"
Phosphorus,0.069664,"216,0.0"
Sulfur,0.000723615,"216,0.0"
Potassium,0.00237405,"220,0.25"
Calcium,0.0978511,"220,0.5"
Titanium,0.0019379,"220,0.75"
Chromium,0.00312393,"221,0.0"
Manganese,0.00211197,"221,0.25"
Iron,0.00498614,"221,0.5"
Nickel,0.000790811,"221,0.75"
Bromine,0.0185837,"222,0.0"
Oxygen,0.637458,"222,0.25"
Sodium,0.0176059,"222,0.5"
Aluminum,0.0168911,"222,0.75"
Silicon,0.140553,"223,0.0"
Chlorine,0.0071372,"223,0.25"
Iron,0.180354,"223,0.5"
Oxygen,0.681218,"223,0.75"
Magnesium,0.00429899,"224,0.0"
Aluminum,0.0213212,"224,0.25"
Silicon,0.0921199,"224,0.5"
Phosphorus,0.0978693,"224,0.75"
Sulfur,0.00163005,"225,0.0"
Potassium,0.00334244,"225,0.25"
Calcium,0.031955,"225,0.25"
Titanium,0.00163703,"225,0.25"
Chromium,0.000502651,"225,0.25"
Manganese,0.000475753,"225,0.25"
Iron,0.00327601,"225,0.25"
Nickel,0.0155874,"225,0.25"
Strontium,0.00149155,"225,0.25"
Lanthanum,0.0432746,"225,0.25"
Oxygen,0.430436,"225,0.25"
Magnesium,0.001299,"225,0.25"
Aluminum,0.0702818,"225,0.25"
Silicon,0.273292,"225,0.25"
Phosphorus,0,"225,0.25"
Sulfur,0.00197017,"228,0.75"
Chlorine,0.0133636,"229,0.0"
Potassium,0.00242391,"229,0.25"
Calcium,0.00236464,"229,0.5"
Titanium,0.0039572,"229,0.75"
Chromium,0.00486025,"230,0.0"
Manganese,0.00632523,"230,0.25"
Iron,0.0158382,"230,0.5"
Nickel,0,"230,0.75"
Zinc,0.0806945,"231,0.0"
Bromine,0.0928934,"231,0.25"
Oxygen,0.0810065,"231,0.5"
Sodium,0.416605,"231,0.75"
Silicon,0.0296621,"232,0.0"
Phosphorus,0,"232,0.25"
Sulfur,0,"232,0.5"
Chlorine,0.0757131,"232,0.75"
Manganese,0.000842545,"233,0.0"
Bromine,0.396171,"233,0.25"
Oxygen,0.598815,"233,0.5"
Magnesium,0.00116212,"233,0.75"
Aluminum,0.0136231,"234,0.0"
Silicon,0.254555,"234,0.25"
Phosphorus,0.00821058,"234,0.5"
Sulfur,0,"234,0.5"
Potassium,0.00144566,"234,0.5"
Calcium,0.0289114,"234,0.5"
Titanium,0.00236014,"234,0.5"
Chromium,0.00380459,"234,0.5"
Manganese,0.0102886,"234,0.5"
Iron,0.0156874,"234,0.5"
Nickel,0.00722337,"234,0.5"
Lanthanum,0.0539131,"234,0.5"
Oxygen,0.467877,"234,0.5"
Aluminum,0.0564239,"234,0.5"
Silicon,0.379219,"237,0.5"
Phosphorus,0.0023768,"237,0.75"
Sulfur,0.00229601,"238,0.0"
Calcium,0.0214335,"238,0.25"
Manganese,0.00357399,"238,0.5"
Iron,0.0667994,"238,0.75"
Oxygen,0.616964,"239,0.0"
Sodium,0.0104047,"239,0.25"
Magnesium,0.0110699,"239,0.5"
Silicon,0.0894527,"239,0.75"
Phosphorus,0.0347606,"240,0.0"
Sulfur,0,"240,0.25"
Chlorine,0.00590507,"240,0.5"
Calcium,0.0111951,"240,0.75"
Manganese,0,"241,0.0"
Iron,0.0974797,"241,0.25"
Bromine,0.122768,"241,0.5"
Oxygen,0.333216,"241,0.75"
Magnesium,0,"242,0.0"
Aluminum,0.173847,"242,0.25"
Silicon,0.158839,"242,0.5"
Phosphorus,0.00122052,"242,0.75"
Sulfur,0.00117904,"243,0.0"
Chlorine,0.0202601,"243,0.25"
Potassium,0.000967054,"243,0.5"
Calcium,0.00283022,"243,0.5"
Titanium,0.00315756,"243,0.5"
Chromium,0.00363575,"243,0.5"
Manganese,0.00688238,"243,0.5"
Iron,0.0182796,"243,0.5"
Nickel,0,"243,0.5"
Zinc,0.0954259,"243,0.5"
Bromine,0.180259,"243,0.5"
Oxygen,0.575195,"243,0.5"
Sodium,0.0159678,"246,0.0"
Magnesium,0.00532982,"246,0.25"
Aluminum,0.0664848,"246,0.5"
Silicon,0.301481,"246,0.75"
Phosphorus,0.00209202,"247,0.0"
Sulfur,0.000673638,"247,0.25"
Potassium,0.00718277,"247,0.5"
Calcium,0.00754615,"247,0.75"
Titanium,0.0031571,"248,0.0"
Chromium,0.00249272,"248,0.25"
Manganese,0.00235933,"248,0.5"
Iron,0.00967035,"248,0.75"
Nickel,0.000368096,"249,0.0"
Oxygen,0.640081,"249,0.25"
Magnesium,0.00174371,"249,0.5"
Aluminum,0.0110067,"249,0.75"
Silicon,0.307976,"250,0.0"
Phosphorus,0.00136885,"250,0.25"
Sulfur,0.000661164,"250,0.5"
Potassium,0.00054229,"250,0.75"
Calcium,0.00687739,"251,0.0"
Titanium,0.00177065,"251,0.25"
Chromium,0.00122328,"251,0.5"
Manganese,0.00424534,"251,0.75"
Iron,0.0170843,"252,0.0"
Nickel,0.0054192,"252,0.25"
Oxygen,0.422007,"252,0.5"
Magnesium,0.0179647,"252,0.75"
Silicon,0.142811,"253,0.0"
Sulfur,0.0136234,"253,0.25"
Chlorine,0.0347227,"253,0.5"
Iron,0.110941,"253,0.75"
Bromine,0.25793,"254,0.0"
Oxygen,0.51212,"254,0.25"
Magnesium,0.00353414,"254,0.5"
Aluminum,0.072236,"254,0.5"
Silicon,0.234586,"254,0.5"
Phosphorus,0.000924793,"254,0.5"
Sulfur,0.00357344,"254,0.5"
Chlorine,0.0201989,"254,0.5"
Potassium,0.00219822,"254,0.5"
Calcium,0.00214447,"254,0.5"
Titanium,0.00239249,"254,0.5"
Chromium,0.00275481,"254,0.5"
Manganese,0.00417183,"254,0.5"
Iron,0.00974667,"254,0.5"
Nickel,0,"254,0.5"
Zinc,0.0394388,"254,0.5"
Bromine,0.0899796,"254,0.5"
Oxygen,0.613111,"254,0.5"
Sodium,0.00700841,"254,0.5"
Magnesium,0.0142029,"258,0.75"
Aluminum,0.0119535,"259,0.0"
Silicon,0.093455,"259,0.25"
Phosphorus,0.0966299,"259,0.5"
Sulfur,0.000718043,"259,0.75"
Potassium,0.00235577,"260,0.0"
Calcium,0.144785,"260,0.25"
Titanium,0.00192298,"260,0.5"
Chromium,0.00354271,"260,0.75"
Manganese,0.00167657,"261,0.0"
Iron,0.00824625,"261,0.25"
Nickel,0.000392361,"261,0.5"
Carbon,0.464148,"261,0.75"
Oxygen,0.275565,"262,0.0"
Sodium,0.0287124,"262,0.25"
Silicon,0.0809006,"262,0.5"
Phosphorus,0,"262,0.75"
Sulfur,0,"263,0.0"
Chlorine,0.124338,"263,0.25"
Manganese,0.0010606,"263,0.5"
Bromine,0.0252753,"263,0.5"
Oxygen,0.68132,"263,0.5"
Magnesium,0.00246736,"263,0.5"
Aluminum,0.00296656,"263,0.5"
Silicon,0.303342,"263,0.5"
Phosphorus,0.000645644,"263,0.5"
Sulfur,0.0006237,"263,0.5"
Potassium,0.00102312,"263,0.5"
Calcium,0.000998107,"263,0.5"
Titanium,0.000835159,"263,0.5"
Chromium,0.00076931,"263,0.5"
Manganese,0.00182035,"263,0.5"
Iron,0.00250697,"263,0.5"
Nickel,0.000681617,"267,0.0"
Oxygen,0.486913,"267,0.25"
Sodium,0.18326,"267,0.5"
Magnesium,0,"267,0.75"
Aluminum,0.00790199,"268,0.0"
Silicon,0.110432,"268,0.25"
Phosphorus,0.000764352,"268,0.5"
Sulfur,0.114448,"268,0.75"
Chlorine,0.0333892,"269,0.0"
Potassium,0.0133236,"269,0.25"
Calcium,0.000590809,"269,0.5"
Titanium,0.000988711,"269,0.75"
Chromium,0.00546453,"270,0.0"
Manganese,0.00991321,"270,0.0"
Iron,0.0216233,"270,0.0"
Nickel,0.00121041,"270,0.0"
Bromine,0.00977763,"270,0.0"
Oxygen,0.580165,"270,0.0"
Magnesium,0.00765928,"270,0.0"
Silicon,0.0994698,"270,0.0"
Chlorine,0.00612858,"270,0.0"
Iron,0.24792,"270,0.0"
Bromine,0.0586573,"270,0.0"
Oxygen,0.223417,"270,0.0"
Silicon,0.0619546,"270,0.0"
Phosphorus,0,"270,0.0"
Sulfur,0.00293329,"270,0.0"
Chlorine,0.027855,"273,0.75"
Potassium,0.341637,"274,0.0"
Manganese,0.00085612,"274,0.25"
Bromine,0.341347,"274,0.5"
Oxygen,0.522781,"274,0.75"
Sodium,0.21329,"275,0.0"
Aluminum,0.0159261,"275,0.25"
Silicon,0.0708221,"275,0.5"
Sulfur,0.0993935,"275,0.75"
Chlorine,0.0312389,"276,0.0"
Iron,0.0465492,"276,0.25"
Oxygen,0.242373,"276,0.5"
Sodium,0.0361302,"276,0.75"
Silicon,0.0591665,"277,0.0"
Chlorine,0.0286424,"277,0.25"
Potassium,0.295181,"277,0.5"
Bromine,0.338507,"277,0.75"
Oxygen,0.405519,"278,0.0"
Magnesium,0,"278,0.0"
Aluminum,0.387245,"278,0.0"
Silicon,0.18719,"278,0.0"
Phosphorus,0,"278,0.0"
Sulfur,0.000752108,"278,0.0"
Potassium,0.000616882,"278,0.0"
Calcium,0.0018054,"278,0.0"
Titanium,0.000503551,"278,0.0"
Chromium,0.000463848,"278,0.0"
Manganese,0.00263416,"278,0.0"
Iron,0.00345498,"278,0.0"
Nickel,0.00369877,"278,0.0"
Gold,0.00611564,"278,0.0"
Oxygen,0.728709,"281,0.5"
Aluminum,0.0262473,"281,0.75"
Silicon,0.0429895,"282,0.0"
Phosphorus,0.000672054,"282,0.25"
Sulfur,0.104523,"282,0.5"
Calcium,0.0961014,"282,0.75"
Manganese,0.000757927,"283,0.0"
Oxygen,0.610125,"283,0.25"
Magnesium,0.00102923,"283,0.5"
Aluminum,0.000928097,"283,0.75"
Silicon,0.230793,"284,0.0"
Phosphorus,0,"284,0.25"
Sulfur,0.000780505,"284,0.5"
Potassium,0.000640174,"284,0.75"
Calcium,0.000624521,"285,0.0"
Titanium,0.000522563,"285,0.25"
Chromium,0,"285,0.25"
Manganese,0,"285,0.25"
Iron,0.153277,"285,0.25"
Nickel,0.00127947,"285,0.25"
Oxygen,0.601051,"285,0.25"
Magnesium,0.00497394,"285,0.25"
Aluminum,0,"285,0.25"
Silicon,0.113042,"285,0.25"
Phosphorus,0.104449,"285,0.25"
Sulfur,0.000942985,"285,0.25"
Potassium,0.00618753,"285,0.25"
Calcium,0.0196178,"288,0.25"
Titanium,0.00441943,"288,0.5"
Chromium,0.0157023,"288,0.75"
Manganese,0.0275223,"289,0.0"
Iron,0.0541478,"289,0.25"
Nickel,0.00669859,"289,0.5"
Ytterbium,0.0412448,"289,0.75"
Oxygen,0.579615,"290,0.0"
Magnesium,0.00886803,"290,0.25"
Aluminum,0.00799668,"290,0.5"
Silicon,0.202695,"290,0.75"
Phosphorus,0,"291,0.0"
Sulfur,0.00538,"291,0.25"
Potassium,0.00110317,"291,0.5"
Calcium,0.0043048,"291,0.75"
Titanium,0.00270151,"292,0.0"
Chromium,0.00829502,"292,0.0"
Manganese,0.0125618,"292,0.0"
Iron,0.0139018,"292,0.0"
Nickel,0.0102893,"292,0.0"
Palladium,0.0372964,"292,0.0"
Gold,0.104992,"292,0.0"
Oxygen,0.608653,"292,0.0"
Silicon,0.384046,"292,0.0"
Phosphorus,0.000677471,"292,0.0"
Sulfur,0.000654445,"292,0.0"
Manganese,0.000764035,"292,0.0"
Germanium,0.00520437,"292,0.0"
Oxygen,0.230677,"292,0.0"
Sodium,0.318546,"292,0.0"
Silicon,0.0539299,"295,0.75"
Phosphorus,0,"296,0.0"
Sulfur,0.00429428,"296,0.25"
Chlorine,0.372062,"296,0.5"
Manganese,0.000501338,"296,0.75"
Bromine,0.019989,"297,0.0"
Oxygen,0.568437,"297,0.25"
Magnesium,0.00350598,"297,0.5"
Aluminum,0.018969,"297,0.75"
Silicon,0.137607,"298,0.0"
Phosphorus,0.00183485,"298,0.25"
Sulfur,0.00177249,"298,0.5"
Potassium,0.00363451,"298,0.75"
Calcium,0.00780041,"299,0.0"
Titanium,0.00356015,"299,0.25"
Chromium,0.00819861,"299,0.5"
Manganese,0,"299,0.75"
Iron,0.242743,"300,0.0"
Nickel,0.00193708,"300,0.0"
Oxygen,0.577353,"300,0.0"
Aluminum,0.0158258,"300,0.0"
Silicon,0.0683766,"300,0.0"
Iron,0.338444,"300,0.0"
Oxygen,0.631441,"300,0.0"
Sodium,0.00684566,"300,0.0"
Magnesium,0.0280545,"300,0.0"
Silicon,0.130788,"300,0.0"
Phosphorus,0.0431997,"300,0.0"
Sulfur,0.000818263,"302,0.75"
Chlorine,0.0162808,"303,0.0"
Manganese,0,"303,0.25"
Iron,0.0695393,"303,0.5"
Germanium,0.00867614,"303,0.75"
Bromine,0.0643565,"304,0.0"
Oxygen,0.116512,"304,0.25"
Sodium,0.416838,"304,0.5"
Silicon,0.0347626,"304,0.75"
Phosphorus,0,"305,0.0"
Sulfur,0.000922681,"305,0.25"
Chlorine,0.389698,"305,0.5"
Manganese,0.000538594,"305,0.75"
Bromine,0.0407275,"306,0.0"
Oxygen,0.62806,"306,0.25"
Magnesium,0.0874904,"306,0.5"
Aluminum,0.00234338,"306,0.75"
Silicon,0.248244,"307,0.0"
Phosphorus,0,"307,0.25"
Sulfur,0.000656907,"307,0.5"
Potassium,0.000538798,"307,0.75"
Calcium,0.00315374,"307,0.75"
Titanium,0.000879624,"307,0.75"
Chromium,0.000810269,"307,0.75"
Manganese,0.00115036,"307,0.75"
Iron,0.0245184,"307,0.75"
Nickel,0.00215372,"307,0.75"
Oxygen,0.701962,"307,0.75"
Magnesium,0.00107399,"307,0.75"
Aluminum,0,"307,0.75"
Silicon,0.107863,"307,0.75"
Phosphorus,0.0758798,"307,0.75"
Sulfur,0.000814453,"307,0.75"
Potassium,0.00334009,"307,0.75"
Calcium,0.0221573,"311,0.25"
Titanium,0.000545293,"311,0.5"
Chromium,0.0010046,"311,0.75"
Manganese,0.00570503,"312,0.0"
Iron,0.00467673,"312,0.25"
Nickel,0.0164666,"312,0.5"
Bromine,0.0222238,"312,0.75"
Lanthanum,0.0362876,"313,0.0"
Oxygen,0.2244,"313,0.25"
Sodium,0.315639,"313,0.5"
Silicon,0.10113,"313,0.75"
Chlorine,0.058971,"314,0.0"
Potassium,0.0090817,"314,0.25"
Bromine,0.290778,"314,0.5"
Oxygen,0.324042,"314,0.75"
Silicon,0.089357,"314,0.75"
Chlorine,0.0208874,"314,0.75"
Potassium,0.305191,"314,0.75"
Bromine,0.260523,"314,0.75"
Oxygen,0.516463,"314,0.75"
Magnesium,0.00199869,"314,0.75"
Aluminum,0.0144185,"314,0.75"
Silicon,0.102096,"314,0.75"
Phosphorus,0.00156902,"314,0.75"
Sulfur,0.00151569,"314,0.75"
Potassium,0,"314,0.75"
Calcium,0.00242556,"314,0.75"
Titanium,0.00202957,"314,0.75"
Chromium,0.00186955,"314,0.75"
Manganese,0.00353901,"318,0.5"
Iron,0.0113144,"318,0.75"
Nickel,0.0190491,"319,0.0"
Silver,0.321712,"319,0.25"
Oxygen,0.721156,"319,0.5"
Silicon,0.274544,"319,0.75"
Phosphorus,0,"320,0.0"
Sulfur,0.000611889,"320,0.25"
Manganese,0.000714353,"320,0.5"
Germanium,0.00297363,"320,0.75"
Oxygen,0.44861,"321,0.0"
Magnesium,0.00130592,"321,0.25"
Aluminum,0.0577027,"321,0.5"
Silicon,0.288316,"321,0.75"
Phosphorus,0.00102518,"322,0.0"
Sulfur,0.00198067,"322,0.25"
Potassium,0.00243683,"322,0.5"
Calcium,0.00396208,"322,0.75"
Titanium,0.00198915,"323,0.0"
Chromium,0.00427539,"323,0.25"
Manganese,0.00462468,"323,0.5"
Iron,0.010236,"323,0.75"
Nickel,0,"323,0.75"
Zinc,0.0320612,"323,0.75"
Bromine,0.141474,"323,0.75"
Oxygen,0.636411,"323,0.75"
Magnesium,0.1105,"323,0.75"
Aluminum,0.00155692,"323,0.75"
Silicon,0.21152,"323,0.75"
Phosphorus,0,"323,0.75"
Sulfur,0.000654662,"323,0.75"
Potassium,0.00107391,"323,0.75"
Calcium,0.00314297,"323,0.75"
Titanium,0.000876618,"323,0.75"
Chromium,0.00201875,"323,0.75"
Manganese,0.00267501,"323,0.75"
Iron,0.0270661,"323,0.75"
Nickel,0.00250409,"323,0.75"
Oxygen,0.477525,"323,0.75"
Sodium,0.0197456,"323,0.75"
Magnesium,0.00768925,"328,0.5"
Aluminum,0.059432,"328,0.75"
Silicon,0.300528,"329,0.0"
Phosphorus,0.00172464,"329,0.25"
Sulfur,0.00333204,"329,0.5"
Potassium,0.0273296,"329,0.75"
Calcium,0.0019996,"330,0.0"
Titanium,0.00167315,"330,0.25"
Chromium,0.00256872,"330,0.5"
Manganese,0.00291751,"330,0.75"
Iron,0.0291781,"331,0.0"
Nickel,0.00318628,"331,0.25"
Bromine,0.061171,"331,0.5"
Oxygen,0.516166,"331,0.75"
Aluminum,0.0944831,"332,0.0"
Silicon,0.0666707,"332,0.25"
Iron,0.32268,"332,0.5"
Oxygen,0.515877,"332,0.75"
Sodium,0.0172061,"333,0.0"
Magnesium,0.00697382,"333,0.25"
Aluminum,0.0471644,"333,0.5"
Silicon,0.170066,"333,0.75"
Phosphorus,0.00182487,"334,0.0"
Sulfur,0.016747,"334,0.25"
Chlorine,0.0318863,"334,0.5"
Potassium,0.00289179,"334,0.5"
Calcium,0.00634743,"334,0.5"
Titanium,0.00236052,"334,0.5"
Chromium,0,"334,0.5"
Manganese,0,"334,0.5"
Iron,0.122483,"334,0.5"
Nickel,0.0120409,"334,0.5"
Selenium,0.0125298,"334,0.5"
Bromine,0.0336009,"334,0.5"
Oxygen,0.643165,"334,0.5"
Sodium,0.0171737,"334,0.5"
Magnesium,0.0111126,"334,0.5"
Aluminum,0.048562,"334,0.5"
Silicon,0.24349,"334,0.5"
Phosphorus,0.00335526,"334,0.5"
Sulfur,0.000648244,"334,0.5"
Potassium,0.00478523,"334,0.5"
Calcium,0.0140047,"334,0.5"
Titanium,0.00173605,"334,0.5"
Chromium,0.000799584,"334,0.5"
Manganese,0.00113519,"334,0.5"
Iron,0.00967804,"334,0.5"
Nickel,0.00035422,"334,0.5"
Oxygen,0.616737,"334,0.5"
Magnesium,0.0151328,"334,0.5"
Aluminum,0.00938154,"334,0.5"
Silicon,0.089256,"334,0.5"
Phosphorus,0.102461,"334,0.5"
Sulfur,0.000717239,"334,0.5"
Potassium,0.00176485,"334,0.5"
Calcium,0.152083,"334,0.5"
Titanium,0.00240103,"334,0.5"
Chromium,0.0030964,"334,0.5"
Manganese,0.00167469,"334,0.5"
Iron,0.0041185,"334,0.5"
Nickel,0.00117576,"334,0.5"
Oxygen,0.622441,"334,0.5"
Magnesium,0.0098543,"334,0.5"
Aluminum,0,"334,0.5"
Silicon,0.113757,"334,0.5"
Phosphorus,0.0722013,"334,0.5"
Sulfur,0,"334,0.5"
Potassium,0.00272414,"334,0.5"
Calcium,0.0425206,"334,0.5"
Titanium,0.00222368,"334,0.5"
Chromium,0.0102417,"334,0.5"
Manganese,0.0169639,"346,0.25"
Iron,0.0386197,"346,0.5"
Nickel,0.00181486,"346,0.75"
Bromine,0.0666379,"347,0.0"
Oxygen,0.575193,"347,0.25"
Silicon,0.0948399,"347,0.5"
Phosphorus,0,"347,0.75"
Sulfur,0.000943977,"348,0.0"
Manganese,0,"348,0.25"
Iron,0.329023,"348,0.5"
Oxygen,0.616747,"348,0.75"
Magnesium,0.000932769,"349,0.0"
Aluminum,0.00336447,"349,0.25"
Silicon,0.245504,"349,0.5"
Phosphorus,0.000732244,"349,0.75"
Sulfur,0.000707357,"350,0.0"
Chlorine,0.038384,"350,0.25"
Potassium,0.0475745,"350,0.5"
Calcium,0.000565991,"350,0.75"
Titanium,0.000947179,"351,0.0"
Chromium,0.00523498,"351,0.0"
Manganese,0.0111484,"351,0.0"
Iron,0.0227459,"351,0.0"
Nickel,0.0054113,"351,0.0"
Oxygen,0.274569,"351,0.0"
Sodium,0.249775,"351,0.0"
Silicon,0.128323,"351,0.0"
Chlorine,0.0571796,"351,0.0"
Potassium,0.034571,"351,0.0"
Bromine,0.255582,"351,0.0"
Oxygen,0.408452,"351,0.0"
Magnesium,0.00954029,"351,0.0"
Silicon,0.183094,"351,0.0"
Sulfur,0.0132638,"351,0.0"
Chlorine,0.0414399,"351,0.0"
Iron,0.111475,"351,0.0"
Bromine,0.232736,"351,0.0"
Carbon,0.0441609,"351,0.0"
Oxygen,0.506974,"351,0.0"
Magnesium,0.00128283,"351,0.0"
Aluminum,0.00231356,"351,0.0"
Silicon,0.087742,"351,0.0"
Phosphorus,0,"351,0.0"
Sulfur,0,"351,0.0"
Potassium,0.00159583,"357,0.25"
Calcium,0.000778403,"357,0.5"
Titanium,0.000651323,"357,0.75"
Chromium,0,"358,0.0"
Manganese,0,"358,0.25"
Iron,0.350249,"358,0.5"
Nickel,0.00425263,"358,0.75"
Oxygen,0.648777,"359,0.0"
Magnesium,0.00836916,"359,0.25"
Aluminum,0,"359,0.5"
Silicon,0.0993727,"359,0.75"
Phosphorus,0.0947954,"360,0.0"
Sulfur,0.000906668,"360,0.25"
Potassium,0.00520557,"360,0.5"
Calcium,0.0181368,"360,0.75"
Titanium,0.00424923,"361,0.0"
Chromium,0.00782838,"361,0.25"
Manganese,0.0169359,"361,0.5"
Iron,0.0494593,"361,0.75"
Nickel,0.00445888,"362,0.0"
Ytterbium,0.0415048,"362,0.0"
Oxygen,0.568824,"362,0.0"
Sodium,0.0094465,"362,0.0"
Magnesium,0.0297793,"362,0.0"
Silicon,0.277592,"362,0.0"
Phosphorus,0.0397416,"362,0.0"
Sulfur,0.00150552,"362,0.0"
Calcium,0.00903483,"362,0.0"
Manganese,0.00307585,"362,0.0"
Iron,0.0159932,"362,0.0"
Bromine,0.0450077,"362,0.0"
Oxygen,0.295934,"362,0.0"
Sodium,0.340473,"362,0.0"
Silicon,0.0796509,"362,0.0"
Phosphorus,0,"362,0.0"
Sulfur,0,"362,0.0"
Chlorine,0.258255,"362,0.0"
Manganese,0.000947077,"362,0.0"
Bromine,0.0247401,"362,0.0"
Oxygen,0.144648,"362,0.0"
Sodium,0.409952,"362,0.0"
Silicon,0.0386526,"362,0.0"
Phosphorus,0,"362,0.0"
Sulfur,0.00178188,"362,0.0"
Chlorine,0.375487,"362,0.0"
Manganese,0.000520066,"362,0.0"
Bromine,0.0289585,"362,0.0"
Oxygen,0.420033,"362,0.0"
Sodium,0.0298838,"362,0.0"
Aluminum,0.147246,"362,0.0"
Silicon,0.114187,"362,0.0"
Chlorine,0.256288,"362,0.0"
Iron,0.0323619,"362,0.0"
Oxygen,0.625201,"362,0.0"
Magnesium,0.000855128,"362,0.0"
Aluminum,0.00231332,"362,0.0"
Silicon,0.358334,"371,0.25"
Phosphorus,0,"371,0.5"
Sulfur,0.000648479,"371,0.75"
Potassium,0.00159566,"372,0.0"
Calcium,0.00155664,"372,0.25"
Titanium,0.000868338,"372,0.5"
Chromium,0.00159975,"372,0.75"
Manganese,0.00151414,"373,0.0"
Iron,0.00409604,"373,0.25"
Nickel,0.00141739,"373,0.5"
Oxygen,0.603747,"373,0.75"
Aluminum,0.0122602,"374,0.0"
Silicon,0.217771,"374,0.25"
Phosphorus,0,"374,0.5"
Sulfur,0.0567079,"374,0.75"
Chlorine,0.00865877,"375,0.0"
Potassium,0.0175175,"375,0.25"
Manganese,0.00171958,"375,0.5"
Iron,0.081618,"375,0.75"
Oxygen,0.647396,"376,0.0"
Magnesium,0.00431092,"376,0.25"
Aluminum,0.0489804,"376,0.5"
Silicon,0.241109,"376,0.75"
Phosphorus,0.016244,"376,0.75"
Sulfur,0.000653829,"376,0.75"
Potassium,0.00589901,"376,0.75"
